                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                 1.3832,                0.99763,                0.95871,                 0.4208,                0.32978,                0.32208,                0.18551,                 1.3358,                0.98162,                0.93763,               0.004357,               0.004357,               0.004357
                    116,                 1.3838,                 1.0017,                0.96066,                0.42436,                 0.3271,                  0.322,                0.18575,                 1.3345,                0.98174,                0.93721,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.3769,                0.99613,                0.95555,                0.42403,                0.32864,                0.32228,                0.18621,                 1.3345,                0.98187,                0.93718,               0.004258,               0.004258,               0.004258
                    118,                 1.3851,                0.99786,                0.95899,                0.42504,                0.33035,                0.32248,                0.18661,                 1.3349,                0.98092,                0.93706,              0.0042085,              0.0042085,              0.0042085
                    119,                  1.374,                0.99247,                0.95907,                0.42851,                0.32917,                0.32282,                0.18681,                 1.3347,                0.98061,                 0.9368,               0.004159,               0.004159,               0.004159
                    120,                 1.3789,                 1.0013,                0.96054,                0.43013,                0.32734,                0.32354,                0.18705,                 1.3346,                 0.9801,                0.93698,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.3936,                 1.0041,                0.95872,                0.42683,                 0.3288,                0.32358,                0.18736,                 1.3338,                0.97909,                0.93675,                0.00406,                0.00406,                0.00406
                    122,                 1.3762,                0.99585,                0.95584,                0.42759,                0.32848,                0.32365,                0.18783,                 1.3326,                0.97797,                0.93646,              0.0040105,              0.0040105,              0.0040105
                    123,                  1.375,                 0.9915,                 0.9552,                0.42956,                0.32777,                0.32426,                0.18791,                 1.3319,                0.97718,                 0.9363,               0.003961,               0.003961,               0.003961
                    124,                  1.375,                0.98975,                0.95607,                0.42969,                0.32717,                0.32495,                0.18834,                 1.3319,                0.97702,                0.93627,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.3747,                0.99277,                0.95371,                0.42952,                0.32942,                0.32572,                0.18855,                 1.3316,                0.97615,                0.93624,               0.003862,               0.003862,               0.003862
                    126,                 1.3717,                0.98729,                0.95537,                 0.4279,                 0.3298,                 0.3259,                0.18862,                 1.3312,                0.97507,                0.93603,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.3817,                0.99579,                0.95587,                0.42635,                0.33043,                0.32594,                0.18825,                 1.3305,                0.97494,                0.93587,               0.003763,               0.003763,               0.003763
                    128,                 1.3691,                0.98259,                 0.9549,                0.42546,                0.33044,                0.32645,                 0.1883,                 1.3298,                0.97471,                0.93575,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.3693,                0.98505,                0.95597,                0.42499,                0.33159,                0.32645,                0.18853,                 1.3292,                0.97386,                0.93561,               0.003664,               0.003664,               0.003664
                    130,                 1.3666,                0.98089,                0.95241,                0.43062,                0.32901,                 0.3267,                 0.1887,                 1.3286,                0.97333,                0.93586,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.3676,                0.98216,                 0.9532,                 0.4281,                0.33106,                0.32654,                 0.1886,                 1.3283,                0.97311,                0.93593,               0.003565,               0.003565,               0.003565
                    132,                 1.3714,                0.98288,                0.95597,                0.42532,                 0.3329,                0.32674,                0.18874,                 1.3279,                0.97222,                0.93553,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.3661,                0.98324,                0.95445,                0.42579,                0.33314,                0.32706,                0.18904,                 1.3277,                0.97084,                0.93526,               0.003466,               0.003466,               0.003466
                    134,                 1.3613,                 0.9782,                0.95261,                0.42201,                0.33431,                0.32691,                0.18897,                 1.3271,                0.97017,                0.93513,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.3621,                0.97577,                0.95286,                 0.4214,                0.33373,                0.32681,                0.18901,                 1.3267,                0.97021,                0.93513,               0.003367,               0.003367,               0.003367
                    136,                 1.3554,                0.97348,                0.95164,                0.42437,                0.33219,                0.32784,                0.18931,                 1.3264,                0.96981,                0.93516,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.3593,                0.97241,                0.95139,                0.42294,                0.33264,                0.32805,                0.18947,                 1.3262,                0.96948,                0.93514,               0.003268,               0.003268,               0.003268
                    138,                  1.358,                0.97047,                0.94998,                0.42203,                0.33252,                  0.328,                0.18951,                 1.3261,                 0.9691,                0.93506,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.3567,                0.96825,                0.95124,                0.42687,                0.33099,                0.32827,                0.18957,                 1.3257,                0.96883,                0.93484,               0.003169,               0.003169,               0.003169
                    140,                 1.3578,                0.97059,                 0.9498,                0.42662,                0.33059,                0.32848,                0.18967,                 1.3255,                0.96857,                0.93493,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.3615,                0.96946,                0.95116,                0.42308,                0.33403,                0.32844,                0.18981,                 1.3256,                0.96832,                0.93489,                0.00307,                0.00307,                0.00307
                    142,                 1.3524,                0.96594,                0.95014,                0.42457,                 0.3335,                0.32856,                0.18962,                 1.3254,                0.96805,                0.93483,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.3497,                0.96484,                0.94881,                 0.4257,                0.33408,                0.32862,                0.18978,                 1.3256,                  0.968,                0.93501,               0.002971,               0.002971,               0.002971
                    144,                 1.3474,                0.96253,                0.94979,                0.42559,                0.33429,                0.32886,                0.18976,                 1.3252,                0.96771,                0.93494,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.3587,                0.96685,                0.94887,                0.42632,                0.33438,                0.32914,                0.18984,                 1.3251,                0.96725,                0.93478,               0.002872,               0.002872,               0.002872
                    146,                 1.3508,                0.96039,                0.95038,                0.42567,                0.33496,                0.32907,                0.18966,                 1.3249,                0.96713,                0.93466,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.3554,                0.96697,                0.95009,                0.42613,                0.33353,                0.32927,                0.18971,                 1.3247,                0.96655,                0.93469,               0.002773,               0.002773,               0.002773
                    148,                 1.3466,                0.95626,                 0.9501,                0.42696,                0.33434,                0.32942,                0.18971,                 1.3246,                0.96607,                0.93462,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.3496,                0.95388,                0.94885,                0.42687,                 0.3339,                0.32938,                0.18984,                 1.3244,                0.96581,                0.93453,               0.002674,               0.002674,               0.002674
